id,timestamp,scenarioId,turn,model,provider,estimatedInputTokens,actualInputTokens,estimatedOutputTokens,actualOutputTokens,optimizationEnabled,techniquesApplied,estimatedSavings,actualSavings,optimizationEffective,latencyMs,success,error
68415d6b-fc63-4d3f-8e81-80b94eea5032,2025-12-29T12:50:54.527Z,long-03-debugging-session,3,gpt-4,openai,205,205,1,25,true,prompt-compression,9,9,true,0,true,
8ae5dc9f-fd7f-4021-ad7f-aa042f72a84e,2025-12-29T12:50:54.528Z,long-03-debugging-session,4,gpt-4,openai,277,277,1,24,true,prompt-compression,9,9,true,1,true,
996f000a-d0d5-4a6f-ab2f-daacb977c195,2025-12-29T12:50:54.529Z,long-03-debugging-session,5,gpt-4,openai,350,350,1,20,true,prompt-compression,9,9,true,1,true,
11e0a306-81fc-4a24-b131-6656ccc35def,2025-12-29T12:50:54.530Z,long-03-debugging-session,6,gpt-4,openai,429,429,1,18,true,prompt-compression,9,9,true,1,true,
feefa73b-7025-42ed-ba38-d8b9df03df81,2025-12-29T12:50:54.531Z,long-03-debugging-session,7,gpt-4,openai,519,519,1,18,true,prompt-compression,9,9,true,1,true,
3fc4154f-c1c5-431f-9188-a2d1f0bf2971,2025-12-29T12:50:54.532Z,code-01-large-function,1,gpt-4,openai,251,251,1,18,true,prompt-compression,99,99,true,1,true,
bdb4de4b-6b44-468f-9c00-bdf1406d77d8,2025-12-29T12:50:54.533Z,code-02-multi-file,1,gpt-4,openai,257,257,1,20,true,prompt-compression,86,86,true,0,true,
ebe31763-1866-4f71-83eb-813038ecdd4a,2025-12-29T12:50:54.534Z,tool-01-function-calling,1,gpt-4,openai,33,33,1,17,true,,0,0,false,0,true,
8d91d42f-a6dc-4e38-af3e-43e8ec2d4396,2025-12-29T12:50:54.534Z,tool-02-multi-tool,1,gpt-4,openai,44,44,1,20,true,,0,0,false,0,true,
2937a003-8dae-4c33-972c-6023a3745f13,2025-12-29T12:50:54.534Z,tool-02-multi-tool,2,gpt-4,openai,89,89,1,22,true,,0,0,false,0,true,
d1c331df-9592-40ec-ae07-2e9b211de574,2025-12-29T12:50:54.535Z,tool-02-multi-tool,3,gpt-4,openai,137,137,1,26,true,,0,0,false,1,true,
350967ba-eb2a-4cae-9a8a-061ca8155201,2025-12-29T12:50:54.535Z,edge-01-empty-input,1,gpt-4,openai,7,7,1,9,true,,0,0,false,0,true,
c0e05300-fd74-4440-8c15-bb7e9a90a8cf,2025-12-29T12:50:54.535Z,edge-02-unicode-heavy,1,gpt-4,openai,49,49,1,51,true,,0,0,false,0,true,
3d4feb81-733f-4ff1-bd65-f480fdb2c522,2025-12-29T12:50:54.536Z,edge-04-special-chars,1,gpt-4,openai,33,33,1,29,true,,0,0,false,1,true,
ecd79e9d-e8d0-449c-812a-cc5fe3195ce9,2025-12-29T12:50:54.536Z,edge-05-whitespace,1,gpt-4,openai,21,21,1,23,true,,0,0,false,0,true,
1099a281-0429-4cdd-96d9-c01ddd8aed4c,2025-12-29T12:50:54.536Z,replay-01-known-baseline,1,gpt-4,openai,25,25,1,20,true,,0,0,false,0,true,
a828ce1c-3ceb-4fbb-8f07-18635a99a0f6,2025-12-29T12:50:54.536Z,replay-02-structured-data,1,gpt-4,openai,41,41,1,23,true,prompt-compression,9,9,true,0,true,
bd2bc550-e03b-48c7-a131-d54c27afb635,2025-12-29T12:50:54.537Z,replay-03-compression-target,1,gpt-4,openai,27,27,1,24,true,prompt-compression,12,12,true,1,true,
24e8aedf-e1ba-4f5d-b547-5865248b4983,2025-12-29T12:50:54.537Z,replay-04-system-heavy,1,gpt-4,openai,105,105,1,10,true,,0,0,false,0,true,
83d8046f-4221-422e-8cb7-e07b265f3c9a,2025-12-29T12:50:54.538Z,replay-05-history-pruning,1,gpt-4,openai,28,28,1,20,true,,0,0,false,0,true,
861930cc-f75b-486a-9b13-4b81379ae4fe,2025-12-29T12:50:54.538Z,replay-05-history-pruning,2,gpt-4,openai,57,57,1,20,true,,0,0,false,0,true,
25f326d4-b704-4f70-8c8e-2e8a504dd45e,2025-12-29T12:50:54.538Z,replay-05-history-pruning,3,gpt-4,openai,86,86,1,20,true,,0,0,false,0,true,
b1f5926a-a67f-4959-9f52-3fa04b5d0ee5,2025-12-29T12:50:54.539Z,replay-05-history-pruning,4,gpt-4,openai,115,115,1,20,true,,0,0,false,1,true,
0dc8497d-0526-4325-8ed0-82b29e3328cd,2025-12-29T12:50:54.539Z,replay-05-history-pruning,5,gpt-4,openai,144,144,1,20,true,,0,0,false,0,true,
ec5e5535-b0fc-4da2-8223-3a01988061f9,2025-12-29T12:50:54.539Z,replay-05-history-pruning,6,gpt-4,openai,173,173,1,20,true,,0,0,false,0,true,
25924f38-121a-42e3-948f-f12042151fc2,2025-12-29T12:50:54.540Z,replay-05-history-pruning,7,gpt-4,openai,202,202,1,20,true,,0,0,false,0,true,
c83ffaa3-6b0e-4b9a-9ca4-bb857db63870,2025-12-29T12:50:54.541Z,replay-05-history-pruning,8,gpt-4,openai,231,231,1,20,true,,0,0,false,1,true,
9bdd00b7-80b4-4307-9492-cad823f5a65b,2025-12-29T12:50:54.541Z,replay-05-history-pruning,9,gpt-4,openai,260,260,1,20,true,,0,0,false,0,true,
ac436865-45ff-4fb7-a64c-97ac0dfe12e5,2025-12-29T12:50:54.542Z,replay-05-history-pruning,10,gpt-4,openai,289,289,1,20,true,,0,0,false,1,true,
abab8055-5cd6-4ec4-b0d3-c9d0f273c42b,2025-12-29T12:50:54.543Z,replay-05-history-pruning,11,gpt-4,openai,299,299,1,16,true,history-limiting,15,15,true,1,true,
