id,timestamp,scenarioId,turn,model,provider,estimatedInputTokens,actualInputTokens,estimatedOutputTokens,actualOutputTokens,optimizationEnabled,techniquesApplied,estimatedSavings,actualSavings,optimizationEffective,latencyMs,success,error
222d28f9-a21f-420c-9cd6-20845fa2a31f,2025-12-29T12:55:16.184Z,long-02-tutoring-session,5,gpt-4,openai,398,398,1,39,true,,0,0,false,1,true,
4fb6a3c1-8d2e-41d4-bbac-716a0812c51b,2025-12-29T12:55:16.187Z,long-02-tutoring-session,6,gpt-4,openai,445,445,1,17,true,prompt-compression,1,1,true,2,true,
f890847e-3821-4a39-bb3a-34f98659b21e,2025-12-29T12:55:16.188Z,long-02-tutoring-session,7,gpt-4,openai,525,525,1,27,true,prompt-compression,1,1,true,1,true,
06014131-3d3b-4208-8586-afb19ddf5d6b,2025-12-29T12:55:16.189Z,long-03-debugging-session,1,gpt-4,openai,58,58,1,19,true,prompt-compression,6,6,true,0,true,
df2a763e-daa4-4764-9029-87ae8116764b,2025-12-29T12:55:16.190Z,long-03-debugging-session,2,gpt-4,openai,122,122,1,29,true,prompt-compression,6,6,true,1,true,
75ef93a9-6f5a-4612-bc2d-6daf1181ce91,2025-12-29T12:55:16.190Z,long-03-debugging-session,3,gpt-4,openai,207,207,1,23,true,prompt-compression,7,7,true,0,true,
9c25f918-0434-4eff-814c-f7767c7f5c83,2025-12-29T12:55:16.191Z,long-03-debugging-session,4,gpt-4,openai,279,279,1,24,true,prompt-compression,7,7,true,1,true,
7a19621f-1c66-4f59-9e2f-02f958257181,2025-12-29T12:55:16.193Z,long-03-debugging-session,5,gpt-4,openai,352,352,1,20,true,prompt-compression,7,7,true,2,true,
29d95365-a77a-4a32-92c6-da0ae45f1a99,2025-12-29T12:55:16.194Z,long-03-debugging-session,6,gpt-4,openai,425,425,1,18,true,prompt-compression,13,13,true,1,true,
0073237d-5e33-4150-8da0-872d3744a0b4,2025-12-29T12:55:16.197Z,long-03-debugging-session,7,gpt-4,openai,512,512,1,18,true,prompt-compression,16,16,true,3,true,
aaf5f8c6-a514-4f51-95d9-30e544efd317,2025-12-29T12:55:16.198Z,code-01-large-function,1,gpt-4,openai,312,312,1,18,true,prompt-compression,38,38,true,1,true,
85d9d2be-1ed1-48aa-b7e1-4ec37c755866,2025-12-29T12:55:16.199Z,code-02-multi-file,1,gpt-4,openai,308,308,1,20,true,prompt-compression,35,35,true,1,true,
f2255348-0bb7-4e0e-893a-12afaf46d92a,2025-12-29T12:55:16.200Z,tool-01-function-calling,1,gpt-4,openai,33,33,1,17,true,,0,0,false,0,true,
d32f662a-acd2-4ead-bfb2-8cba5030b772,2025-12-29T12:55:16.200Z,tool-02-multi-tool,1,gpt-4,openai,44,44,1,20,true,,0,0,false,0,true,
9532fb4a-f87e-4fa9-8b89-8f88de63eb9a,2025-12-29T12:55:16.200Z,tool-02-multi-tool,2,gpt-4,openai,89,89,1,22,true,,0,0,false,0,true,
1ffbb3eb-8c42-438c-9ce8-c3892ecfcc80,2025-12-29T12:55:16.201Z,tool-02-multi-tool,3,gpt-4,openai,137,137,1,26,true,,0,0,false,0,true,
03505a19-ccd9-49e1-8786-8dbf2f73b8a8,2025-12-29T12:55:16.201Z,edge-01-empty-input,1,gpt-4,openai,7,7,1,9,true,,0,0,false,0,true,
b144d924-8ed5-4b0e-a6a3-7ef21e32cba6,2025-12-29T12:55:16.202Z,edge-02-unicode-heavy,1,gpt-4,openai,49,49,1,51,true,,0,0,false,1,true,
f663c8a0-ad7d-4918-9a2f-399081681e7e,2025-12-29T12:55:16.202Z,edge-04-special-chars,1,gpt-4,openai,33,33,1,29,true,,0,0,false,0,true,
e184f036-4010-42fb-aa96-2d353a3116ae,2025-12-29T12:55:16.202Z,edge-05-whitespace,1,gpt-4,openai,15,15,1,17,true,prompt-compression,6,6,true,0,true,
fae52864-46c8-49cf-8e57-998cfb35081a,2025-12-29T12:55:16.202Z,replay-01-known-baseline,1,gpt-4,openai,25,25,1,20,true,,0,0,false,0,true,
79d27c6d-61a8-44b1-81f4-8df29c19bc9d,2025-12-29T12:55:16.203Z,replay-02-structured-data,1,gpt-4,openai,50,50,1,23,true,,0,0,false,1,true,
a7fd9dfa-3756-48d8-9bad-fbf881727d3d,2025-12-29T12:55:16.203Z,replay-03-compression-target,1,gpt-4,openai,27,27,1,24,true,prompt-compression,12,12,true,0,true,
b6f5aa57-0fbb-4821-8128-756708610eb0,2025-12-29T12:55:16.203Z,replay-04-system-heavy,1,gpt-4,openai,105,105,1,10,true,,0,0,false,0,true,
322eb5b3-011b-44b3-8ae6-7aaac31746e4,2025-12-29T12:55:16.204Z,replay-05-history-pruning,1,gpt-4,openai,28,28,1,20,true,,0,0,false,1,true,
199daf10-589a-417a-a783-5e9ec1438681,2025-12-29T12:55:16.204Z,replay-05-history-pruning,2,gpt-4,openai,57,57,1,20,true,,0,0,false,0,true,
9a810e32-8cda-4265-99ee-a0b93d0fff11,2025-12-29T12:55:16.204Z,replay-05-history-pruning,3,gpt-4,openai,86,86,1,20,true,,0,0,false,0,true,
c2f359d2-f81f-46e5-94b8-03647f66505d,2025-12-29T12:55:16.205Z,replay-05-history-pruning,4,gpt-4,openai,115,115,1,20,true,,0,0,false,1,true,
062b9a46-d03e-494c-9be5-e32e6592e181,2025-12-29T12:55:16.205Z,replay-05-history-pruning,5,gpt-4,openai,144,144,1,20,true,,0,0,false,0,true,
f6c8c672-9275-4011-9cc1-b1040c7d4d60,2025-12-29T12:55:16.206Z,replay-05-history-pruning,6,gpt-4,openai,173,173,1,20,true,,0,0,false,1,true,
f26d64f1-88b5-4bf0-9fe6-be4ea7812785,2025-12-29T12:55:16.206Z,replay-05-history-pruning,7,gpt-4,openai,202,202,1,20,true,,0,0,false,0,true,
7bc3a301-5359-4cf5-8b2e-b9e83717c8b5,2025-12-29T12:55:16.207Z,replay-05-history-pruning,8,gpt-4,openai,231,231,1,20,true,,0,0,false,1,true,
2e24f6ab-24e3-43a5-aebf-d7576aa96a54,2025-12-29T12:55:16.208Z,replay-05-history-pruning,9,gpt-4,openai,245,245,1,20,true,history-limiting,15,15,true,1,true,
c6deaf8e-2e2d-4315-9950-fde2c9b7a99a,2025-12-29T12:55:16.209Z,replay-05-history-pruning,10,gpt-4,openai,245,245,1,20,true,history-limiting,44,44,true,1,true,
1b55edb8-af39-450b-a2af-9299cdeedf1f,2025-12-29T12:55:16.210Z,replay-05-history-pruning,11,gpt-4,openai,241,241,1,16,true,history-limiting,73,73,true,1,true,
