id,timestamp,scenarioId,turn,model,provider,estimatedInputTokens,actualInputTokens,estimatedOutputTokens,actualOutputTokens,optimizationEnabled,techniquesApplied,estimatedSavings,actualSavings,optimizationEffective,latencyMs,success,error
f6f90649-3f46-4bfb-9abd-122c8746d552,2025-12-29T12:51:37.284Z,edge-04-special-chars,1,gpt-4,openai,33,33,1,29,true,,0,0,false,0,true,
c2a35bdf-40a1-4c49-a46c-65f75e6c1203,2025-12-29T12:51:37.284Z,edge-05-whitespace,1,gpt-4,openai,21,21,1,23,true,,0,0,false,0,true,
e8ab697c-6e38-4fe5-959f-c0c90f255163,2025-12-29T12:51:37.285Z,replay-01-known-baseline,1,gpt-4,openai,25,25,1,20,true,,0,0,false,1,true,
f068555d-b61c-4f80-8044-65e2db32ccd3,2025-12-29T12:51:37.285Z,replay-02-structured-data,1,gpt-4,openai,35,35,1,23,true,prompt-compression,15,15,true,0,true,
95350455-17a0-45e9-a20e-980b57538534,2025-12-29T12:51:37.285Z,replay-03-compression-target,1,gpt-4,openai,27,27,1,24,true,prompt-compression,12,12,true,0,true,
af90d567-dccf-4081-b24b-ac7227f771b0,2025-12-29T12:51:37.286Z,replay-04-system-heavy,1,gpt-4,openai,105,105,1,10,true,,0,0,false,1,true,
2cf8b991-a4b7-40fe-8875-7917eab74569,2025-12-29T12:51:37.286Z,replay-05-history-pruning,1,gpt-4,openai,28,28,1,20,true,,0,0,false,0,true,
3602cc45-fd8e-4228-a7c3-4f6c1e2c7148,2025-12-29T12:51:37.286Z,replay-05-history-pruning,2,gpt-4,openai,57,57,1,20,true,,0,0,false,0,true,
8c6f3794-8e05-4a1f-acff-cf40d68330ad,2025-12-29T12:51:37.286Z,replay-05-history-pruning,3,gpt-4,openai,86,86,1,20,true,,0,0,false,0,true,
62120eed-7b83-4903-87c0-1024a26269ac,2025-12-29T12:51:37.287Z,replay-05-history-pruning,4,gpt-4,openai,115,115,1,20,true,,0,0,false,1,true,
61000e52-b622-42f5-8785-18433e638213,2025-12-29T12:51:37.287Z,replay-05-history-pruning,5,gpt-4,openai,144,144,1,20,true,,0,0,false,0,true,
eb08d0be-85f7-404d-a2a3-7505c44e447c,2025-12-29T12:51:37.287Z,replay-05-history-pruning,6,gpt-4,openai,158,158,1,20,true,history-limiting,15,15,true,0,true,
02586c49-3a65-46d8-8b5f-dcd67c2a9668,2025-12-29T12:51:37.288Z,replay-05-history-pruning,7,gpt-4,openai,158,158,1,20,true,history-limiting,44,44,true,0,true,
ce3e4e79-ca18-459e-968c-736950f5cd40,2025-12-29T12:51:37.289Z,replay-05-history-pruning,8,gpt-4,openai,158,158,1,20,true,history-limiting,73,73,true,1,true,
05abf22e-3bdb-4363-a2ba-090004d404b5,2025-12-29T12:51:37.289Z,replay-05-history-pruning,9,gpt-4,openai,158,158,1,20,true,history-limiting,102,102,true,0,true,
93e3a378-0632-466e-8714-8e02897f957f,2025-12-29T12:51:37.290Z,replay-05-history-pruning,10,gpt-4,openai,158,158,1,20,true,history-limiting,131,131,true,1,true,
79056d63-9dda-402c-8cbb-cf3df928c60a,2025-12-29T12:51:37.290Z,replay-05-history-pruning,11,gpt-4,openai,154,154,1,16,true,history-limiting,160,160,true,0,true,
